match,split,truth_start,truth_end,output_start,output_end,iou,start_error_frames,start_error_ms,end_error_frames,end_error_ms
ASG_vs_AA_2020,dev,79687,80008,79687,80008,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,80994,81275,80994,81275,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,81901,82077,81901,82077,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,83893,84112,83893,84112,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,84529,84694,84529,84694,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,85066,85728,85066,85728,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,86526,86674,86526,86674,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,87726,88099,87726,88099,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,88773,88999,88773,88999,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,89428,89745,89428,89745,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,90882,91072,90882,91072,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,91472,91662,91472,91662,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,92274,92617,92274,92617,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,93289,93704,93289,93704,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,94244,94539,94244,94539,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,95055,95416,95055,95416,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,95848,96246,95848,96246,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,97887,98059,97887,98059,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,98566,98743,98566,98743,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,99237,99500,99236,99500,0.9962,-1,-40.0,0,0.0
ASG_vs_AA_2020,dev,100755,101004,100755,101004,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,101934,102350,101934,102350,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,106065,106783,106065,106783,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,107188,107376,107188,107376,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,107855,108290,107855,108290,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,109591,109825,109591,109825,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,110267,110424,110267,110424,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,110768,111067,110768,111067,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,112150,112359,112150,112359,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,112737,113065,112737,113065,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,113472,113737,113472,113737,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,114051,114266,114050,114266,0.9954,-1,-40.0,0,0.0
ASG_vs_AA_2020,dev,114889,115083,114889,115083,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,116056,116184,116056,116184,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,116491,116693,116491,116693,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,117092,117301,117091,117301,0.9953,-1,-40.0,0,0.0
ASG_vs_AA_2020,dev,117664,117933,117664,117933,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,120442,121457,120442,121457,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,122820,123049,122820,123049,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,123489,123674,123489,123674,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,124258,124481,124258,124481,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,124923,125073,124923,125073,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,125556,125985,125556,125985,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,126399,126535,126399,126535,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,126904,127027,126904,127027,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,127473,127757,127473,127757,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,128315,128475,128315,128475,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,128789,128937,128788,128937,0.9933,-1,-40.0,0,0.0
ASG_vs_AA_2020,dev,129198,129421,129198,129421,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,129801,130001,129801,130001,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,130362,130479,130362,130479,1.0,0,0.0,0,0.0
ASG_vs_AA_2020,dev,130694,130854,130694,130854,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,5185,5331,5185,5331,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,8077,8200,8080,8199,0.9677,3,100.0,-1,-33.3
ASY_vs_PC_2021,dev,8749,9006,8752,9006,0.9884,3,100.0,0,0.0
ASY_vs_PC_2021,dev,9400,9962,9400,9962,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,10162,10737,10162,10737,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,11127,11304,11128,11304,0.9944,1,33.3,0,0.0
ASY_vs_PC_2021,dev,11627,12268,11629,12268,0.9969,2,66.7,0,0.0
ASY_vs_PC_2021,dev,12705,12936,12705,12936,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,13594,13732,13594,13732,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,14112,14817,14112,14817,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,15305,15572,15305,15572,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,16281,16516,16281,16516,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,16949,17188,16949,17188,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,17653,18054,17656,18054,0.9925,3,100.0,0,0.0
ASY_vs_PC_2021,dev,18706,18840,18706,18840,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,19146,19890,19146,19890,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,20302,20954,20305,20954,0.9954,3,100.0,0,0.0
ASY_vs_PC_2021,dev,21367,21593,21370,21593,0.9868,3,100.0,0,0.0
ASY_vs_PC_2021,dev,22200,22547,22200,22547,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,22963,23163,22963,23163,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,23614,24293,23614,24293,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,25836,26091,25837,26091,0.9961,1,33.3,0,0.0
ASY_vs_PC_2021,dev,26358,26560,26358,26560,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,27045,27716,27045,27716,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,28314,28776,28314,28776,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,29347,29576,29350,29576,0.987,3,100.0,0,0.0
ASY_vs_PC_2021,dev,30451,31666,30451,31666,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,32365,32967,32365,32967,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,33967,34223,33967,34223,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,34819,35081,34819,35081,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,35669,35888,35669,35888,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,36153,36628,36153,36628,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,37651,37878,37651,37878,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,38139,38404,38139,38404,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,38839,39696,38842,39696,0.9965,3,100.0,0,0.0
ASY_vs_PC_2021,dev,40350,40611,40351,40611,0.9962,1,33.3,0,0.0
ASY_vs_PC_2021,dev,40910,41199,40910,41199,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,41579,41885,41579,41885,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,42378,42683,42378,42683,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,43213,43829,43213,43829,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,44549,45206,44549,45206,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,47447,47882,47449,47882,0.9954,2,66.7,0,0.0
ASY_vs_PC_2021,dev,48118,48575,48118,48575,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,48847,49421,48847,49421,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,49711,50396,49711,50396,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,50985,51180,50985,51180,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,51661,51881,51661,51881,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,52411,52568,52411,52568,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,53073,53558,53074,53558,0.9979,1,33.3,0,0.0
ASY_vs_PC_2021,dev,54042,54254,54043,54254,0.9953,1,33.3,0,0.0
ASY_vs_PC_2021,dev,54585,55164,54585,55164,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,56009,56438,56009,56438,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,57019,57300,57019,57300,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,57661,58253,57664,58253,0.9949,3,100.0,0,0.0
ASY_vs_PC_2021,dev,58752,59078,58752,59078,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,59702,60022,59702,60022,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,60606,60809,60606,60809,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,61151,61924,61151,61924,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,62811,63146,62811,63146,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,64733,64860,64735,64857,0.9609,2,66.7,-3,-100.0
ASY_vs_PC_2021,dev,64937,65506,64939,65506,0.9965,2,66.7,0,0.0
ASY_vs_PC_2021,dev,65862,66396,65863,66396,0.9981,1,33.3,0,0.0
ASY_vs_PC_2021,dev,67024,67287,67024,67287,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,67391,67667,67391,67667,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,68787,69527,68787,69527,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,69943,70407,69946,70407,0.9935,3,100.0,0,0.0
ASY_vs_PC_2021,dev,71281,71628,71284,71628,0.9914,3,100.0,0,0.0
ASY_vs_PC_2021,dev,72030,72362,72030,72362,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,72789,73941,72789,73941,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,74770,75497,74770,75497,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,76413,76967,76413,76967,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,77543,77883,77543,77883,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,78294,78578,78294,78578,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,79251,79970,79251,79970,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,80719,81200,80719,81200,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,81984,82733,81984,82733,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,82999,84060,82999,84060,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,85347,85509,85347,85509,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,85894,86158,85894,86158,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,86649,87052,86649,87052,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,87821,88064,87821,88064,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,88650,89082,88650,89082,1.0,0,0.0,0,0.0
ASY_vs_PC_2021,dev,89659,90137,89662,90137,0.9937,3,100.0,0,0.0
CTC_vs_CL_2019,dev,11396,12315,11396,12315,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,12689,13126,12689,13126,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,13425,13868,13425,13868,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,14384,14546,14384,14546,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,14853,15314,14848,15314,0.9893,-5,-200.0,0,0.0
CTC_vs_CL_2019,dev,16022,16256,16022,16256,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,16497,16825,16497,16825,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,17218,17644,17218,17644,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,18180,18441,18180,18441,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,18954,19292,18954,19292,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,19657,20003,19657,20003,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,20535,21249,20535,21249,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,21859,22078,21859,22078,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,22455,22671,22455,22671,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,23053,23448,23053,23448,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,24831,25326,24831,25326,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,25799,26195,25799,26195,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,26839,27856,26839,27856,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,29267,29474,29267,29474,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,31399,31728,31399,31728,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,32236,32399,32236,32399,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,32787,32959,32787,32959,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,33400,33650,33400,33650,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,33989,34358,33989,34358,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,34534,34701,34534,34701,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,35059,35261,35059,35261,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,35823,36498,35823,36498,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,36999,37406,36999,37406,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,38054,38423,38054,38423,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,38849,39198,38849,39198,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,39988,40278,39988,40278,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,40594,40831,40589,40831,0.9794,-5,-200.0,0,0.0
CTC_vs_CL_2019,dev,41093,41940,41093,41940,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,42517,42715,42517,42715,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,43847,44106,43847,44106,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,44411,44756,44411,44756,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,48214,48762,48214,48762,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,49546,50573,49546,50573,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,51206,51334,51206,51334,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,51602,52416,51602,52416,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,52944,53207,52944,53207,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,53628,54174,53628,54174,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,54486,55422,54486,55422,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,57017,57612,57017,57612,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,57979,58312,57982,58312,0.991,3,120.0,0,0.0
CTC_vs_CL_2019,dev,58579,58957,58579,58957,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,59995,60474,59995,60474,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,60963,61206,60963,61206,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,61746,62137,61746,62137,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,62545,62713,62545,62713,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,63151,63420,63151,63420,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,63925,64333,63925,64333,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,64910,65229,64910,65229,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,65533,65749,65533,65749,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,67601,68022,67601,68022,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,69417,69715,69417,69715,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,70453,70659,70453,70659,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,70924,71340,70924,71340,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,71979,72774,71979,72774,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,73298,73725,73298,73725,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,74092,74232,74092,74232,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,74661,74929,74661,74929,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,75377,75901,75377,75901,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,76250,76817,76250,76817,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,77603,77839,77603,77839,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,78294,78734,78294,78734,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,79369,79656,79369,79656,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,80445,80958,80445,80958,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,81722,82161,81722,82161,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,82602,83755,82597,83755,0.9957,-5,-200.0,0,0.0
CTC_vs_CL_2019,dev,85464,86051,85464,86051,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,86456,86533,86458,86533,0.9744,2,80.0,0,0.0
CTC_vs_CL_2019,dev,87285,87581,87285,87581,1.0,0,0.0,0,0.0
CTC_vs_CL_2019,dev,88252,88881,88252,88881,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,11330,11667,11330,11667,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,11877,12003,11877,12003,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,12287,12985,12287,12985,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,13429,13584,13429,13584,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,13914,14289,13915,14289,0.9973,1,40.0,0,0.0
MK_vs_CT_2019,dev,14938,15084,14938,15084,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,15363,15507,15363,15507,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,15779,15968,15779,15968,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,16230,16833,16230,16833,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,17420,17661,17420,17661,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,17980,18132,17980,18132,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,18166,19133,18166,19133,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,19573,20541,19573,20541,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,20950,21865,20950,21865,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,21913,22146,21913,22146,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,23053,23469,23053,23469,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,23820,24350,23820,24350,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,24975,26094,24975,26094,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,27392,27778,27392,27778,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,28231,28746,28231,28746,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,29121,29374,29121,29374,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,31391,31501,31391,31501,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,31751,31888,31751,31888,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,32340,32627,32340,32627,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,32908,33231,32908,33231,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,33606,34116,33606,34116,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,34891,35096,34891,35096,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,35142,35308,35142,35308,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,35757,36105,35757,36105,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,36542,37782,36542,37782,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,38366,38580,38366,38580,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,39803,39927,39803,39927,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,39953,40201,39953,40201,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,40612,41247,40615,41247,0.9953,3,120.0,0,0.0
MK_vs_CT_2019,dev,41737,41866,41740,41866,0.9769,3,120.0,0,0.0
MK_vs_CT_2019,dev,42215,42484,42215,42484,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,42790,43117,42793,43117,0.9909,3,120.0,0,0.0
MK_vs_CT_2019,dev,43664,43829,43664,43829,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,44108,44247,44108,44247,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,44396,44853,44396,44853,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,48267,48632,48267,48632,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,48955,49126,48955,49126,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,49578,49743,49578,49743,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,50014,50115,50014,50115,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,50294,50411,50294,50411,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,50692,50821,50695,50821,0.9769,3,120.0,0,0.0
MK_vs_CT_2019,dev,50853,50943,50853,50943,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,51248,51733,51248,51733,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,52397,52520,52397,52520,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,52732,53730,52732,53730,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,55065,55462,55065,55462,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,55874,56430,55876,56430,0.9964,2,80.0,0,0.0
MK_vs_CT_2019,dev,56784,57064,56784,57064,1.0,0,0.0,0,0.0
MK_vs_CT_2019,dev,57105,57211,57105,57211,1.0,0,0.0,0,0.0
